features,model,best_params,best_estimator,train_AS,train_PS,train_RS,train_F1S,train_F2S,train_MCC,train_LS,test_AS,test_PS,test_RS,test_F1S,test_F2S,test_MCC,test_LS
RFSelector,RF,"{'criterion': 'absolute_error', 'n_estimators': 80}","RandomForestRegressor(criterion='absolute_error', n_estimators=80)",0.7854897073460513,0.5930960685891936,0.5933710590137429,0.5922506031356874,0.5927479406933206,0.3146858997048474,2.718604523350135,0.815723204994797,0.605164874620834,0.5903225806451613,0.5959679590952232,0.5920555388225857,0.4515883181256988,2.151368787432881
RFSelector,SVM,"{'C': 5.0, 'gamma': 'auto', 'kernel': 'rbf'}","SVR(C=5.0, gamma='auto')",0.7228012069255094,0.45815564286582366,0.46806790622473726,0.4617884501145439,0.46525727780407006,0.18980287857434278,1.8064414538543225,0.8482622268470342,0.6457796472976738,0.632258064516129,0.6384721755635043,0.6345981448668199,0.520428940021093,2.2887929064399652
RFSelector,LR,{'fit_intercept': False},LinearRegression(fit_intercept=False),0.7085779413907876,0.428889988284605,0.44785772029102666,0.43438802541229954,0.4415440346656923,2.2074251034149155,1.7076768123747992,0.8439750260145681,0.6084595449196469,0.632258064516129,0.6185078333215511,0.6263339504967523,0.4944167526660407,2.0712545252018937
RFSelector,KNN,{'n_neighbors': 30},KNeighborsRegressor(n_neighbors=30),0.7217059030734514,0.4563952146474623,0.4688763136620857,0.4611444663357482,0.4654548078263908,0.10991245652558798,1.793797937671346,0.8356503642039542,0.6211260974806179,0.6129032258064516,0.6166886467166769,0.6143394657502016,0.4866459961717421,2.1726946847012636
RFSelector,DT,{'criterion': 'squared_error'},DecisionTreeRegressor(),0.8422010902063759,0.7115295176198465,0.7113985448666128,0.7107590807633005,0.7109767754857518,1.7469902410466827,3.4958806191777976,0.7926638917793964,0.5747017503804622,0.5483870967741935,0.5589764084252631,0.5519848367447879,0.3985286984525448,1.9445882165740755
RFSelector,AdaBoost,"{'loss': 'linear', 'n_estimators': 60}",AdaBoostRegressor(n_estimators=60),0.6837427761247288,0.40092137777763837,0.417946645109135,0.39758843635430025,0.4070157959438974,0.8355953309117718,1.6800689502657162,0.8126638917793965,0.605420847019043,0.5806451612903226,0.5904979915910872,0.5840378634631165,0.44286687459005347,2.1603600665751377
RFSelector,MLP,"{'activation': 'tanh', 'alpha': 0.1, 'hidden_layer_sizes': 10, 'max_iter': 1500, 'solver': 'adam'}","MLPRegressor(activation='tanh', alpha=0.1, hidden_layer_sizes=10, max_iter=1500)",0.7025289363462468,0.42100440468469097,0.43896523848019403,0.4259948730266882,0.432719500727776,0.13306669847418343,1.7137075872148546,0.8426951092611863,0.6166134412548429,0.6193548387096774,0.6178048173085204,0.6186917035374,0.49391989451650775,2.0844940925626116
