features,model,best_params,best_estimator,train_AS,train_PS,train_RS,train_F1S,train_F2S,train_NPV,train_SS,train_ROC,train_GMS,train_ROC_AUC,test_AS,test_PS,test_RS,test_F1S,test_F2S,test_NPV,test_SS,test_ROC,test_GMS,test_ROC_AUC
MCFSSelector,RF,"{'criterion': 'entropy', 'n_estimators': 40}","RandomForestClassifier(criterion='entropy', n_estimators=40, random_state=20)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7944953173777316,0.5673291710024281,0.5806451612903226,0.5711705818245997,0.5761888096880036,0.8544652777212506,0.8430805852489898,0.6808308702146663,0.8184714060749789,0.8424
MCFSSelector,SVM,"{'C': 10.0, 'kernel': 'rbf'}","SVC(C=10.0, probability=True, random_state=20)",0.8530371481842854,0.6952862063464854,0.6952303961196443,0.6944557089268488,0.6947505428431604,0.8953651658950451,0.8914340625661465,0.7664073037394966,0.8797594835166497,0.9057,0.821519250780437,0.6256117520707928,0.6258064516129033,0.6226770675170342,0.6238019652633645,0.8746539817630818,0.8654992564926505,0.7132573442597402,0.845939324950098,0.8562
MCFSSelector,LR,"{'C': 5.0, 'max_iter': 700}","LogisticRegression(C=5.0, max_iter=700, random_state=20)",0.6740477685798105,0.38772420916962164,0.4042037186742118,0.38986776366373727,0.39785671255016825,0.7627034258016262,0.738907346201475,0.5193884874571663,0.7345884299102738,0.7531,0.6420395421436004,0.32945597236104945,0.33548387096774196,0.3226184202976132,0.3297425194989139,0.7400447742335795,0.7175430233057367,0.48406784144020976,0.671469678293568,0.7357
MCFSSelector,KNN,"{'n_neighbors': 12, 'weights': 'distance'}","KNeighborsClassifier(n_neighbors=12, weights='distance')",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7913943808532778,0.5852902027652146,0.5806451612903226,0.580922883878896,0.580293456410806,0.8498119806574349,0.8455266306050945,0.6725318833622158,0.8268886516539385,0.8439
MCFSSelector,DT,"{'criterion': 'entropy', 'max_features': 'auto', 'splitter': 'random'}","DecisionTreeClassifier(criterion='entropy', max_features='auto',
                       random_state=20, splitter='random')",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7800936524453694,0.5537573494358812,0.5451612903225806,0.5482526436823482,0.5461113183376441,0.8380416739408915,0.8426678673157044,0.6642019818204737,0.7946698938132437,0.6633
MCFSSelector,AdaBoost,"{'learning_rate': 0.5, 'n_estimators': 75}","AdaBoostClassifier(learning_rate=0.5, n_estimators=75, random_state=20)",0.7398483435489805,0.5031140395494547,0.5149555375909458,0.4973439223935491,0.5058449517787501,0.8136444181309185,0.7928853343692506,0.6069285673429715,0.8000459223232278,0.6828,0.7204994797086368,0.4281449498096837,0.4612903225806452,0.4379595426881042,0.4506373359599698,0.8022310761044962,0.779701418014158,0.5823145309558548,0.750960492581352,0.6187
MCFSSelector,MLP,"{'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': 12, 'max_iter': 700, 'solver': 'lbfgs'}","MLPClassifier(activation='logistic', alpha=0.001, hidden_layer_sizes=12,
              max_iter=700, random_state=20, solver='lbfgs')",0.8573967973472212,0.7086103903571438,0.7065481002425222,0.7014012478084211,0.7035283513669948,0.8992937920831969,0.8923020047603851,0.7737987883608693,0.8854551087614382,0.9251,0.8160457856399583,0.6172138515617704,0.6161290322580645,0.6121991143434449,0.6135396289962447,0.8675836220413624,0.8649900098965473,0.7133860273332251,0.8373801076346392,0.8769
