features,model,best_params,best_estimator,train_AS,train_PS,train_RS,train_F1S,train_F2S,train_NPV,train_SS,train_ROC,train_GMS,train_ROC_AUC,test_AS,test_PS,test_RS,test_F1S,test_F2S,test_NPV,test_SS,test_ROC,test_GMS,test_ROC_AUC
RF-FS,RF,"{'criterion': 'gini', 'n_estimators': 50}","RandomForestClassifier(n_estimators=50, random_state=20)",0.9994366635319367,0.9991934769622723,0.9991915925626516,0.9991915980026702,0.9991913699116641,0.9995636208609338,0.9995723134942086,0.9991683688236803,0.9998096048815407,1.0,0.7288761706555671,0.45725583847225715,0.47096774193548385,0.4612505874383066,0.4664385166654475,0.8045461588420534,0.7928679175502258,0.5862695782692188,0.7635358835641686,0.7701
RF-FS,SVM,"{'C': 5.0, 'kernel': 'rbf'}","SVC(C=5.0, probability=True, random_state=20)",0.7557407057651802,0.5151164646762546,0.5416329830234439,0.5125329772486585,0.5254821795309668,0.836311011474972,0.7882951709087785,0.5903195266374941,0.8229216808105629,0.7976,0.7335796045785639,0.46371173079672723,0.4967741935483871,0.4646451111080024,0.479530871535533,0.8169855704396527,0.7775384420168933,0.563873979828619,0.7889551816982127,0.7809
RF-FS,LR,"{'C': 0.01, 'max_iter': 700}","LogisticRegression(C=0.01, max_iter=700, random_state=20)",0.6392457303735731,0.30032022330835695,0.3831851253031528,0.3149462045328564,0.34554729553990127,0.724265132118915,0.6680042495227088,0.33180512676584056,0.8469623336929438,0.669,0.6105827263267429,0.26024265460210727,0.3387096774193548,0.2791633218361587,0.3069070461864336,0.6875082138776437,0.6475850111628039,0.309094212087855,0.819842224998141,0.6524
RF-FS,KNN,"{'n_neighbors': 19, 'weights': 'uniform'}",KNeighborsClassifier(n_neighbors=19),0.8008455275201628,0.5715471296283833,0.597413096200485,0.5788881259655871,0.5891841258516011,0.8635690326728703,0.8406030834700309,0.6846107691010896,0.8287612189375136,0.855,0.7447970863683663,0.47490646465496117,0.5032258064516129,0.4857377018085115,0.4955226699730448,0.8192345160935505,0.8014884009116201,0.6129193345124747,0.7768357886860544,0.8021
RF-FS,DT,"{'criterion': 'entropy', 'max_features': 'auto', 'splitter': 'best'}","DecisionTreeClassifier(criterion='entropy', max_features='auto',
                       random_state=20)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7164620187304891,0.43170758446973956,0.43548387096774194,0.43237069785221033,0.43394791887302464,0.7940248662900651,0.7881782941922242,0.5671289700411748,0.7372654839090237,0.5863
RF-FS,AdaBoost,"{'learning_rate': 0.5, 'n_estimators': 20}","AdaBoostClassifier(learning_rate=0.5, n_estimators=20, random_state=20)",0.7254688861165008,0.4884374658246945,0.49797898140662894,0.47113024806894555,0.4839996848825559,0.8099389109146887,0.7616727005924231,0.5657133009395158,0.8090076490056247,0.7118,0.7118002081165452,0.4413646526194151,0.4645161290322581,0.43533196040763217,0.4504264790582696,0.7993786231346501,0.7557330603717618,0.5524911827299159,0.77673751383494,0.6671
RF-FS,MLP,"{'activation': 'tanh', 'alpha': 0.01, 'hidden_layer_sizes': 8, 'max_iter': 1400, 'solver': 'lbfgs'}","MLPClassifier(activation='tanh', alpha=0.01, hidden_layer_sizes=8,
              max_iter=1400, random_state=20, solver='lbfgs')",0.773780543194902,0.6036259632088872,0.5691188358932903,0.5434937897246122,0.5568897533659959,0.845807051558114,0.8093288376009203,0.6377617598052306,0.8278068926258474,0.8322,0.7500832466181062,0.49440845577004516,0.5096774193548387,0.4774975805051156,0.4938062494391444,0.8292897599047192,0.795648854253889,0.6048148491550185,0.7802950948728752,0.7991
