features,model,best_params,best_estimator,train_RMSE,train_MAE,train_NSE,train_KGE,train_R2,train_MAPE,test_RMSE,test_MAE,test_NSE,test_KGE,test_R2,test_MAPE
MISelector,RF,"{'criterion': 'squared_error', 'n_estimators': 70}",RandomForestRegressor(n_estimators=70),0.687447210902437,0.3793903453054626,0.9911652881826509,0.9819719396843444,0.9911652881826509,0.05163924915515388,2.352541873245183,1.2506152073732717,0.8283262111266926,0.9146870251583041,0.8283262111266926,0.14964123716715544
MISelector,SVM,"{'C': 10.0, 'gamma': 'scale', 'kernel': 'rbf'}",SVR(C=10.0),1.4853853172466822,0.881135551648342,0.9587530412418596,0.9577849847508293,0.9587530412418596,0.1521156691075441,2.243568653796335,1.2193380980267285,0.8438622218893181,0.9220938990196645,0.8438622218893181,0.15086072772387923
MISelector,LR,{'fit_intercept': False},LinearRegression(fit_intercept=False),2.3945038147358093,1.4933211700199704,0.8928123509564974,0.9220591275794426,0.8928123509564974,0.23353828098794252,2.6106572368311984,1.4515897449677235,0.7885883194605656,0.8640436214896463,0.7885883194605656,0.18330856643106283
MISelector,KNN,{'n_neighbors': 10},KNeighborsRegressor(n_neighbors=10),1.6183350476945757,0.9341746160064673,0.9510389685671267,0.9654403160697893,0.9510389685671267,0.12861154742900727,2.530940219275909,1.3139548387096773,0.8013022074774627,0.8980169798621502,0.8013022074774627,0.15162757551704334
MISelector,DT,{'criterion': 'squared_error'},DecisionTreeRegressor(),3.1844561076959365e-16,1.1694588529398374e-16,1.0,1.0,1.0,4.606172610377549e-17,2.7055726839963286,1.5178387096774193,0.7729363165039076,0.875661429164582,0.7729363165039076,0.19522751262163823
MISelector,AdaBoost,"{'loss': 'square', 'n_estimators': 20}","AdaBoostRegressor(loss='square', n_estimators=20)",1.9018673819244598,1.3915437843097478,0.9323801599260466,0.8531686997117861,0.9323801599260466,0.3207797843060213,2.344482316611363,1.4874634011626646,0.8295004682839214,0.845884538850515,0.8295004682839214,0.22533662215234607
MISelector,MLP,"{'activation': 'logistic', 'alpha': 0.1, 'hidden_layer_sizes': 45, 'max_iter': 1400, 'solver': 'lbfgs'}","MLPRegressor(activation='logistic', alpha=0.1, hidden_layer_sizes=45,
             max_iter=1400, solver='lbfgs')",1.514821699577484,0.9171925591441481,0.9571020326376412,0.9678608420113584,0.9571020326376412,0.13836032033312545,2.128381269374176,1.1639898260789077,0.8594832409878465,0.9277179211872066,0.8594832409878465,0.14692445760136894
